order_date,market,region,product_category,product,cost,inventory,net_profit,sales
2010-06-01,Wholesale,Central,Espresso,Caffe Mocha,272,1616,241,634
2010-06-01,Wholesale,Central,Espresso,Decaf Espresso,260,1715,164,521
2010-06-01,Wholesale,Central,Coffee,Columbian,200,1095,167,478
2010-06-01,Wholesale,Central,Coffee,Decaf Irish Cream,141,764,135,345
2010-06-01,Wholesale,Central,Herbal tea,Chamomile,113,897,121,276
2010-06-01,Wholesale,Central,Herbal tea,Lemon,83,574,67,190
2010-06-01,Wholesale,Central,Herbal tea,Mint,123,947,133,301
2010-06-01,Retail,Central,Tea,Darjeeling,260,1715,164,521
2010-06-01,Retail,Central,Tea,Earl Grey,271,1714,197,603
2010-06-01,Retail,Central,Espresso,Caffe Mocha,21,798,15,53
2010-06-01,Retail,Central,Espresso,Decaf Espresso,0,602,31,43
2010-06-01,Retail,Central,Coffee,Amaretto,23,843,18,58
2010-06-01,Retail,Central,Coffee,Columbian,32,996,8,70
2010-06-01,Retail,Central,Coffee,Decaf Irish Cream,22,608,11,52
2010-06-01,Retail,Central,Herbal tea,Chamomile,272,1616,241,634
2010-06-01,Retail,Central,Herbal tea,Lemon,141,764,136,345
2010-06-01,Retail,Central,Tea,Darjeeling,41,239,14,96
2010-06-01,Retail,Central,Tea,Earl Grey,35,204,-3,78
2010-06-01,Retail,Central,Tea,Green Tea,36,236,0,82
2010-06-01,Retail,Central,Espresso,Caffe Mocha,37,876,33,92
2010-06-01,Retail,Central,Espresso,Decaf Espresso,36,828,31,89
2010-06-01,Retail,Central,Coffee,Columbian,76,580,31,169
2010-06-01,Retail,Central,Coffee,Decaf Irish Cream,65,1042,35,142
2010-06-01,Retail,Central,Herbal tea,Chamomile,52,313,-4,125
2010-06-01,Retail,Central,Herbal tea,Lemon,116,1142,-33,141
2010-06-01,Wholesale,Central,Tea,Darjeeling,111,767,99,278
2010-06-01,Wholesale,Central,Tea,Earl Grey,118,636,105,282
2010-06-01,Wholesale,Central,Espresso,Caffe Mocha,149,1245,83,298
2010-06-01,Wholesale,Central,Espresso,Decaf Espresso,51,396,12,115
2010-06-01,Wholesale,Central,Coffee,Amaretto,50,397,24,118
2010-06-01,Wholesale,Central,Coffee,Columbian,38,414,19,93
2010-06-01,Wholesale,Central,Coffee,Decaf Irish Cream,44,496,-6,107
2010-06-01,Wholesale,Central,Herbal tea,Chamomile,18,478,9,44
2010-06-01,Wholesale,Central,Herbal tea,Lemon,24,856,18,60
2010-06-01,Retail,Central,Tea,Darjeeling,40,443,24,99
2010-06-01,Retail,Central,Tea,Earl Grey,53,597,-2,128
2010-06-01,Retail,Central,Espresso,Caffe Mocha,81,1046,50,177
2010-06-01,Retail,Central,Espresso,Decaf Espresso,48,593,34,110
2010-06-01,Retail,Central,Coffee,Amaretto,59,377,19,133
2010-06-01,Retail,Central,Coffee,Columbian,110,665,24,264
2010-06-01,Retail,Central,Coffee,Decaf Irish Cream,91,533,63,212
2010-06-01,Retail,Central,Herbal tea,Chamomile,47,371,40,125
2010-06-01,Retail,Central,Herbal tea,Lemon,59,842,58,144
2010-06-01,Retail,East,Tea,Darjeeling,37,876,33,92
2010-06-01,Retail,East,Tea,Green Tea,20,804,15,51
2010-06-01,Retail,East,Espresso,Caffe Mocha,53,597,-2,128
2010-06-01,Retail,East,Espresso,Decaf Espresso,46,367,19,108
2010-06-01,Retail,East,Coffee,Columbian,92,1102,79,232
2010-06-01,Retail,East,Herbal tea,Lemon,76,580,32,169
2010-06-01,Retail,East,Herbal tea,Mint,65,1042,36,142
2010-06-01,Wholesale,East,Tea,Darjeeling,43,864,38,105
2010-06-01,Wholesale,East,Tea,Green Tea,59,842,58,144
2010-06-01,Wholesale,East,Espresso,Caffe Mocha,110,665,25,264
2010-06-01,Wholesale,East,Espresso,Decaf Espresso,91,533,63,212
2010-06-01,Wholesale,East,Coffee,Columbian,111,767,99,278
2010-06-01,Wholesale,East,Coffee,Decaf Irish Cream,118,636,105,282
2010-06-01,Wholesale,East,Herbal tea,Chamomile,48,593,35,110
2010-06-01,Wholesale,East,Herbal tea,Lemon,59,377,19,133
2010-06-01,Wholesale,East,Herbal tea,Mint,81,1046,49,177
2010-06-01,Wholesale,East,Tea,Darjeeling,24,856,19,60
2010-06-01,Wholesale,East,Tea,Green Tea,18,478,10,44
2010-06-01,Wholesale,East,Espresso,Caffe Mocha,44,543,-3,111
2010-06-01,Wholesale,East,Espresso,Regular Espresso,149,1245,83,298
2010-06-01,Wholesale,East,Coffee,Columbian,54,-1006,547,649
2010-06-01,Wholesale,East,Herbal tea,Lemon,51,396,12,115
2010-06-01,Retail,East,Tea,Darjeeling,23,843,17,58
2010-06-01,Retail,East,Tea,Green Tea,0,602,32,43
2010-06-01,Retail,East,Espresso,Caffe Mocha,52,313,-4,125
2010-06-01,Retail,East,Espresso,Regular Espresso,35,204,-3,78
2010-06-01,Retail,East,Coffee,Amaretto,56,302,41,138
2010-06-01,Retail,East,Coffee,Columbian,62,436,42,156
2010-06-01,Retail,East,Herbal tea,Lemon,36,236,0,82
2010-06-01,Wholesale,East,Tea,Darjeeling,123,947,133,301
2010-06-01,Wholesale,East,Tea,Earl Grey,113,897,121,276
2010-06-01,Wholesale,East,Tea,Green Tea,94,562,99,230
2010-06-01,Wholesale,East,Espresso,Caffe Mocha,144,1979,-236,72
2010-06-01,Wholesale,East,Espresso,Regular Espresso,260,1405,318,675
2010-06-01,Wholesale,East,Coffee,Columbian,356,2476,357,890
2010-06-01,Wholesale,East,Herbal tea,Lemon,271,1727,263,669
2010-06-01,Wholesale,East,Herbal tea,Mint,244,2636,-143,198
2010-06-01,Retail,South,Espresso,Decaf Espresso,40,443,23,99
2010-06-01,Retail,South,Espresso,Caffe Latte,53,-267,-3,128
2010-06-01,Retail,South,Espresso,Caffe Mocha,47,371,41,125
2010-06-01,Retail,South,Herbal tea,Chamomile,48,593,36,111
2010-06-01,Retail,South,Herbal tea,Lemon,76,580,32,169
2010-06-01,Retail,South,Coffee,Columbian,43,822,40,107
2010-06-01,Retail,South,Coffee,Decaf Irish Cream,59,842,58,144
2010-06-01,Retail,South,Espresso,Decaf Espresso,41,239,14,96
2010-06-01,Retail,South,Espresso,Caffe Latte,35,-180,-3,78
2010-06-01,Retail,South,Espresso,Caffe Mocha,52,313,-3,125
2010-06-01,Retail,South,Herbal tea,Chamomile,23,843,18,58
2010-06-01,Retail,South,Herbal tea,Lemon,32,996,8,70
2010-06-01,Retail,South,Coffee,Columbian,62,436,43,156
2010-06-01,Retail,South,Coffee,Decaf Irish Cream,116,1142,-34,141
2010-06-01,Retail,South,Espresso,Decaf Espresso,111,767,99,278
2010-06-01,Retail,South,Espresso,Caffe Latte,118,-660,105,282
2010-06-01,Retail,South,Espresso,Caffe Mocha,18,478,10,44
2010-06-01,Retail,South,Herbal tea,Chamomile,59,377,19,133
2010-06-01,Retail,South,Herbal tea,Lemon,110,665,25,264
2010-06-01,Retail,South,Coffee,Columbian,43,597,29,99
2010-06-01,Retail,South,Coffee,Decaf Irish Cream,24,856,19,60
2010-06-01,Wholesale,South,Espresso,Decaf Espresso,94,562,99,230
2010-06-01,Wholesale,South,Espresso,Caffe Latte,54,-321,33,135
2010-06-01,Wholesale,South,Espresso,Caffe Mocha,113,897,120,276
2010-06-01,Wholesale,South,Herbal tea,Chamomile,50,397,24,118
2010-06-01,Wholesale,South,Herbal tea,Lemon,38,414,20,93
2010-06-01,Wholesale,South,Coffee,Columbian,244,1213,192,532
2010-06-01,Wholesale,South,Coffee,Decaf Irish Cream,83,574,68,190
2010-06-01,Retail,West,Espresso,Caffe Latte,36,828,31,89
2010-06-01,Retail,West,Espresso,Caffe Mocha,48,593,35,111
2010-06-01,Retail,West,Espresso,Decaf Espresso,37,876,34,92
2010-06-01,Retail,West,Coffee,Amaretto,65,1042,36,142
2010-06-01,Retail,West,Coffee,Columbian,46,367,19,108
2010-06-01,Retail,West,Herbal tea,Chamomile,56,302,42,138
2010-06-01,Retail,West,Herbal tea,Lemon,62,436,42,156
2010-06-01,Retail,West,Herbal tea,Mint,116,1142,-33,141
2010-06-01,Retail,West,Tea,Darjeeling,52,313,-3,125
2010-06-01,Retail,West,Tea,Earl Grey,41,239,14,96
2010-06-01,Retail,West,Tea,Green Tea,35,204,-3,78
2010-06-01,Retail,West,Coffee,Decaf Irish Cream,76,580,32,169
2010-06-01,Wholesale,West,Espresso,Caffe Latte,260,1715,165,521
2010-06-01,Wholesale,West,Espresso,Caffe Mocha,144,874,36,345
2010-06-01,Wholesale,West,Espresso,Decaf Espresso,272,1616,240,634
2010-06-01,Wholesale,West,Coffee,Amaretto,141,1514,-113,96
2010-06-01,Wholesale,West,Coffee,Columbian,356,2476,357,890
2010-06-01,Wholesale,West,Herbal tea,Chamomile,123,947,133,301
2010-06-01,Wholesale,West,Herbal tea,Lemon,244,1213,192,532
2010-06-01,Wholesale,West,Herbal tea,Mint,83,574,67,190
2010-06-01,Wholesale,West,Tea,Darjeeling,113,897,120,276
2010-06-01,Wholesale,West,Tea,Earl Grey,94,562,98,230
2010-06-01,Wholesale,West,Tea,Green Tea,54,641,32,135
2010-06-01,Wholesale,West,Coffee,Decaf Irish Cream,200,2393,-142,169
2010-06-01,Retail,West,Espresso,Caffe Latte,0,602,31,43
2010-06-01,Retail,West,Espresso,Caffe Mocha,23,843,18,58
2010-06-01,Retail,West,Espresso,Decaf Espresso,21,798,15,53
2010-06-01,Retail,West,Coffee,Columbian,36,236,0,82
2010-06-01,Retail,West,Herbal tea,Chamomile,144,874,37,345
2010-06-01,Retail,West,Herbal tea,Lemon,200,1095,166,478
2010-06-01,Retail,West,Herbal tea,Mint,141,764,136,345
2010-06-01,Retail,West,Tea,Darjeeling,272,1616,241,634
2010-06-01,Retail,West,Tea,Earl Grey,260,1715,165,521
2010-06-01,Retail,West,Tea,Green Tea,271,4507,-369,37
2010-06-01,Retail,West,Coffee,Decaf Irish Cream,32,996,8,70
2010-06-01,Retail,West,Espresso,Caffe Latte,51,396,11,115
2010-06-01,Retail,West,Espresso,Caffe Mocha,50,397,24,118
2010-06-01,Retail,West,Espresso,Decaf Espresso,149,1245,83,298
2010-06-01,Retail,West,Coffee,Amaretto,44,496,-6,107
2010-06-01,Retail,West,Coffee,Columbian,47,456,4,112
2010-06-01,Retail,West,Herbal tea,Chamomile,28,816,22,69
2010-06-01,Retail,West,Herbal tea,Lemon,43,597,30,99
2010-06-01,Retail,West,Tea,Darjeeling,18,478,9,44
2010-06-01,Retail,West,Tea,Earl Grey,111,767,100,278
2010-06-01,Retail,West,Tea,Green Tea,118,636,105,282
2010-06-01,Retail,West,Coffee,Decaf Irish Cream,38,414,20,93
2010-06-01,Retail,West,Espresso,Caffe Latte,48,593,34,110
2010-06-01,Retail,West,Espresso,Caffe Mocha,59,377,18,133
2010-06-01,Retail,West,Espresso,Decaf Espresso,81,1046,49,177
2010-06-01,Retail,West,Coffee,Columbian,79,425,66,193
2010-06-01,Retail,West,Herbal tea,Chamomile,92,1102,79,232
2010-06-01,Retail,West,Herbal tea,Lemon,43,822,40,107
2010-06-01,Retail,West,Tea,Darjeeling,47,371,41,125
2010-06-01,Retail,West,Tea,Earl Grey,40,443,24,99
2010-06-01,Retail,West,Tea,Green Tea,53,597,-3,128
2010-06-01,Retail,West,Coffee,Decaf Irish Cream,110,665,24,264
2010-07-01,Wholesale,Central,Herbal tea,Chamomile,145,1304,81,291
2010-07-01,Wholesale,Central,Herbal tea,Lemon,39,517,-10,95
2010-07-01,Wholesale,Central,Herbal tea,Mint,47,420,21,110
2010-07-01,Wholesale,Central,Tea,Darjeeling,51,419,12,115
2010-07-01,Wholesale,Central,Tea,Earl Grey,50,1051,23,109
2010-07-01,Wholesale,Central,Tea,Green Tea,41,592,27,94
2010-07-01,Wholesale,Central,Espresso,Caffe Mocha,94,608,98,230
2010-07-01,Wholesale,Central,Espresso,Decaf Espresso,52,668,31,131
2010-07-01,Wholesale,Central,Coffee,Decaf Irish Cream,127,1007,139,312
2010-07-01,Wholesale,Central,Coffee,Amaretto,104,952,111,256
2010-07-01,Wholesale,Central,Coffee,Columbian,87,564,71,199
2010-07-01,Wholesale,Central,Herbal tea,Chamomile,104,952,111,256
2010-07-01,Wholesale,Central,Herbal tea,Lemon,87,564,72,199
2010-07-01,Wholesale,Central,Herbal tea,Mint,127,1007,139,312
2010-07-01,Wholesale,Central,Tea,Darjeeling,94,608,99,230
2010-07-01,Wholesale,Central,Tea,Earl Grey,52,668,31,131
2010-07-01,Wholesale,Central,Espresso,Caffe Mocha,291,1742,259,678
2010-07-01,Wholesale,Central,Espresso,Decaf Espresso,266,1819,168,532
2010-07-01,Wholesale,Central,Coffee,Decaf Irish Cream,154,833,150,376
2010-07-01,Wholesale,Central,Coffee,Columbian,238,1190,208,567
2010-07-01,Retail,Central,Herbal tea,Chamomile,291,1742,258,678
2010-07-01,Retail,Central,Herbal tea,Lemon,154,833,150,376
2010-07-01,Retail,Central,Tea,Darjeeling,266,1819,167,532
2010-07-01,Retail,Central,Tea,Earl Grey,270,1834,197,602
2010-07-01,Retail,Central,Espresso,Caffe Mocha,20,808,13,49
2010-07-01,Retail,Central,Espresso,Decaf Espresso,0,559,31,43
2010-07-01,Retail,Central,Coffee,Decaf Irish Cream,23,605,12,54
2010-07-01,Retail,Central,Coffee,Amaretto,25,854,17,61
2010-07-01,Retail,Central,Coffee,Columbian,34,1010,9,75
2010-07-01,Retail,Central,Herbal tea,Chamomile,59,338,-1,141
2010-07-01,Retail,Central,Herbal tea,Lemon,120,1334,-12,169
2010-07-01,Retail,Central,Tea,Darjeeling,44,258,17,103
2010-07-01,Retail,Central,Tea,Earl Grey,40,219,1,89
2010-07-01,Retail,Central,Tea,Green Tea,36,252,0,82
2010-07-01,Retail,Central,Espresso,Caffe Mocha,35,894,32,87
2010-07-01,Retail,Central,Espresso,Decaf Espresso,39,845,35,96
2010-07-01,Retail,Central,Coffee,Decaf Irish Cream,60,1070,32,132
2010-07-01,Retail,Central,Coffee,Columbian,76,613,31,169
2010-07-01,Wholesale,Central,Herbal tea,Chamomile,18,486,9,44
2010-07-01,Wholesale,Central,Herbal tea,Lemon,23,868,16,57
2010-07-01,Wholesale,Central,Tea,Darjeeling,114,822,104,286
2010-07-01,Wholesale,Central,Tea,Earl Grey,141,692,128,336
2010-07-01,Wholesale,Central,Espresso,Caffe Mocha,145,1304,81,291
2010-07-01,Wholesale,Central,Espresso,Decaf Espresso,51,419,11,115
2010-07-01,Wholesale,Central,Coffee,Amaretto,47,420,20,110
2010-07-01,Wholesale,Central,Coffee,Columbian,34,432,18,85
2010-07-01,Wholesale,Central,Coffee,Decaf Irish Cream,39,517,-9,95
2010-07-01,Retail,Central,Herbal tea,Chamomile,39,380,29,104
2010-07-01,Retail,Central,Herbal tea,Lemon,59,870,58,144
2010-07-01,Retail,Central,Tea,Darjeeling,36,462,21,90
2010-07-01,Retail,Central,Tea,Earl Grey,47,622,-6,113
2010-07-01,Retail,Central,Espresso,Caffe Mocha,86,1081,56,189
2010-07-01,Retail,Central,Espresso,Decaf Espresso,50,587,36,115
2010-07-01,Retail,Central,Coffee,Amaretto,59,403,18,133
2010-07-01,Retail,Central,Coffee,Columbian,124,717,32,297
2010-07-01,Retail,Central,Coffee,Decaf Irish Cream,97,575,71,227
2010-07-01,Retail,East,Tea,Darjeeling,35,894,32,87
2010-07-01,Retail,East,Tea,Green Tea,20,814,15,51
2010-07-01,Retail,East,Herbal tea,Lemon,76,613,32,169
2010-07-01,Retail,East,Herbal tea,Mint,60,1070,33,132
2010-07-01,Retail,East,Espresso,Caffe Mocha,47,622,-5,113
2010-07-01,Retail,East,Espresso,Decaf Espresso,43,388,16,100
2010-07-01,Retail,East,Coffee,Columbian,90,1148,75,225
2010-07-01,Wholesale,East,Tea,Darjeeling,45,885,41,110
2010-07-01,Wholesale,East,Tea,Green Tea,59,870,58,144
2010-07-01,Wholesale,East,Herbal tea,Chamomile,50,587,36,115
2010-07-01,Wholesale,East,Herbal tea,Lemon,59,403,19,133
2010-07-01,Wholesale,East,Herbal tea,Mint,86,1081,55,189
2010-07-01,Wholesale,East,Espresso,Caffe Mocha,124,717,32,297
2010-07-01,Wholesale,East,Espresso,Decaf Espresso,97,575,71,227
2010-07-01,Wholesale,East,Coffee,Columbian,114,822,104,286
2010-07-01,Wholesale,East,Coffee,Decaf Irish Cream,141,692,129,336
2010-07-01,Wholesale,East,Tea,Darjeeling,23,868,16,57
2010-07-01,Wholesale,East,Tea,Green Tea,18,486,9,44
2010-07-01,Wholesale,East,Herbal tea,Lemon,51,419,11,115
2010-07-01,Wholesale,East,Espresso,Caffe Mocha,39,560,7,111
2010-07-01,Wholesale,East,Espresso,Regular Espresso,145,1304,81,291
2010-07-01,Wholesale,East,Coffee,Columbian,52,-1493,564,665
2010-07-01,Retail,East,Tea,Darjeeling,25,854,17,61
2010-07-01,Retail,East,Tea,Green Tea,0,559,31,43
2010-07-01,Retail,East,Herbal tea,Lemon,36,252,0,82
2010-07-01,Retail,East,Espresso,Caffe Mocha,59,338,-1,141
2010-07-01,Retail,East,Espresso,Regular Espresso,40,219,0,89
2010-07-01,Retail,East,Coffee,Amaretto,61,329,49,151
2010-07-01,Retail,East,Coffee,Columbian,64,467,43,160
2010-07-01,Wholesale,East,Tea,Darjeeling,127,1007,138,312
2010-07-01,Wholesale,East,Tea,Earl Grey,104,952,111,256
2010-07-01,Wholesale,East,Tea,Green Tea,94,608,98,230
2010-07-01,Wholesale,East,Herbal tea,Lemon,270,1781,388,793
2010-07-01,Wholesale,East,Herbal tea,Mint,260,3076,-164,198
2010-07-01,Wholesale,East,Espresso,Regular Espresso,266,1355,182,546
2010-07-01,Wholesale,East,Espresso,Caffe Mocha,162,2321,-266,77
2010-07-01,Wholesale,East,Coffee,Columbian,364,2654,370,912
2010-07-01,Retail,South,Coffee,Decaf Irish Cream,59,870,58,144
2010-07-01,Retail,South,Coffee,Columbian,40,843,36,99
2010-07-01,Retail,South,Herbal tea,Chamomile,46,587,32,106
2010-07-01,Retail,South,Herbal tea,Lemon,76,613,31,169
2010-07-01,Retail,South,Espresso,Caffe Latte,47,-395,-6,113
2010-07-01,Retail,South,Espresso,Caffe Mocha,39,380,30,104
2010-07-01,Retail,South,Espresso,Decaf Espresso,36,462,21,90
2010-07-01,Retail,South,Coffee,Decaf Irish Cream,120,1334,-11,169
2010-07-01,Retail,South,Coffee,Columbian,64,467,44,160
2010-07-01,Retail,South,Herbal tea,Chamomile,25,854,17,61
2010-07-01,Retail,South,Herbal tea,Lemon,34,1010,10,75
2010-07-01,Retail,South,Espresso,Caffe Latte,40,-258,1,89
2010-07-01,Retail,South,Espresso,Caffe Mocha,59,338,-1,141
2010-07-01,Retail,South,Espresso,Decaf Espresso,44,258,18,103
2010-07-01,Retail,South,Coffee,Decaf Irish Cream,23,868,16,57
2010-07-01,Retail,South,Coffee,Columbian,41,592,28,94
2010-07-01,Retail,South,Herbal tea,Lemon,124,717,32,297
2010-07-01,Retail,South,Herbal tea,Chamomile,59,403,19,133
2010-07-01,Retail,South,Espresso,Caffe Latte,141,-942,128,336
2010-07-01,Retail,South,Espresso,Caffe Mocha,18,486,9,44
2010-07-01,Retail,South,Espresso,Decaf Espresso,114,822,103,286
2010-07-01,Wholesale,South,Coffee,Decaf Irish Cream,87,564,71,199
2010-07-01,Wholesale,South,Coffee,Columbian,260,1319,206,567
2010-07-01,Wholesale,South,Herbal tea,Lemon,34,432,19,85
2010-07-01,Wholesale,South,Herbal tea,Chamomile,47,420,20,110
2010-07-01,Wholesale,South,Espresso,Caffe Latte,52,-456,30,131
2010-07-01,Wholesale,South,Espresso,Caffe Mocha,104,952,112,256
2010-07-01,Wholesale,South,Espresso,Decaf Espresso,94,608,98,230
2010-07-01,Retail,West,Coffee,Amaretto,60,1070,32,132
2010-07-01,Retail,West,Coffee,Columbian,43,388,16,100
2010-07-01,Retail,West,Herbal tea,Chamomile,61,329,48,151
2010-07-01,Retail,West,Herbal tea,Lemon,64,467,44,160
2010-07-01,Retail,West,Herbal tea,Mint,120,1334,-12,169
2010-07-01,Retail,West,Tea,Darjeeling,59,338,0,141
2010-07-01,Retail,West,Tea,Earl Grey,44,258,17,103
2010-07-01,Retail,West,Tea,Green Tea,40,219,1,89
2010-07-01,Retail,West,Coffee,Decaf Irish Cream,76,613,31,169
2010-07-01,Retail,West,Espresso,Caffe Latte,39,845,36,96
2010-07-01,Retail,West,Espresso,Caffe Mocha,46,587,32,106
2010-07-01,Retail,West,Espresso,Decaf Espresso,35,894,31,87
2010-07-01,Wholesale,West,Coffee,Amaretto,154,1832,-138,87
2010-07-01,Wholesale,West,Coffee,Columbian,364,2654,370,912
2010-07-01,Wholesale,West,Herbal tea,Chamomile,127,1007,139,312
2010-07-01,Wholesale,West,Herbal tea,Lemon,260,1319,205,567
2010-07-01,Wholesale,West,Herbal tea,Mint,87,564,72,199
2010-07-01,Wholesale,West,Tea,Darjeeling,104,952,112,256
2010-07-01,Wholesale,West,Tea,Earl Grey,94,608,98,230
2010-07-01,Wholesale,West,Tea,Green Tea,52,668,30,131
2010-07-01,Wholesale,West,Coffee,Decaf Irish Cream,238,2797,-157,202
2010-07-01,Wholesale,West,Espresso,Caffe Latte,266,1819,167,532
2010-07-01,Wholesale,West,Espresso,Caffe Mocha,162,943,45,387
2010-07-01,Wholesale,West,Espresso,Decaf Espresso,291,1742,259,678
2010-07-01,Retail,West,Coffee,Columbian,36,252,-1,82
2010-07-01,Retail,West,Herbal tea,Chamomile,162,943,45,387
2010-07-01,Retail,West,Herbal tea,Lemon,238,1190,208,567
2010-07-01,Retail,West,Herbal tea,Mint,154,833,150,376
2010-07-01,Retail,West,Tea,Darjeeling,291,1742,258,678
2010-07-01,Retail,West,Tea,Earl Grey,266,1819,168,532
2010-07-01,Retail,West,Tea,Green Tea,270,5230,-378,27
2010-07-01,Retail,West,Coffee,Decaf Irish Cream,34,1010,9,75
2010-07-01,Retail,West,Espresso,Caffe Latte,0,559,32,43
2010-07-01,Retail,West,Espresso,Caffe Mocha,25,854,17,61
2010-07-01,Retail,West,Espresso,Decaf Espresso,20,808,12,49
2010-07-01,Retail,West,Coffee,Amaretto,39,517,-10,95
2010-07-01,Retail,West,Coffee,Columbian,39,478,0,94
2010-07-01,Retail,West,Herbal tea,Chamomile,30,829,24,74
2010-07-01,Retail,West,Herbal tea,Lemon,41,592,27,94
2010-07-01,Retail,West,Tea,Darjeeling,18,486,9,44
2010-07-01,Retail,West,Tea,Earl Grey,114,822,104,286
2010-07-01,Retail,West,Tea,Green Tea,141,692,129,336
2010-07-01,Retail,West,Coffee,Decaf Irish Cream,34,432,18,85
2010-07-01,Retail,West,Espresso,Caffe Latte,51,419,12,115
2010-07-01,Retail,West,Espresso,Caffe Mocha,47,420,20,110
2010-07-01,Retail,West,Espresso,Decaf Espresso,145,1304,81,291
2010-07-01,Retail,West,Herbal tea,Chamomile,90,1148,75,225
2010-07-01,Retail,West,Herbal tea,Lemon,40,843,37,99
2010-07-01,Retail,West,Tea,Darjeeling,39,380,29,104
2010-07-01,Retail,West,Tea,Earl Grey,36,462,20,90
2010-07-01,Retail,West,Tea,Green Tea,47,622,-5,113
2010-07-01,Retail,West,Coffee,Columbian,86,463,75,211
2010-07-01,Retail,West,Coffee,Decaf Irish Cream,124,717,31,297
2010-07-01,Retail,West,Espresso,Caffe Latte,50,587,36,115
2010-07-01,Retail,West,Espresso,Caffe Mocha,59,403,18,133
2010-07-01,Retail,West,Espresso,Decaf Espresso,86,1081,56,189
2010-08-01,Wholesale,Central,Herbal tea,Chamomile,145,1292,82,291
2010-08-01,Wholesale,Central,Herbal tea,Lemon,37,513,-10,89
2010-08-01,Wholesale,Central,Herbal tea,Mint,46,415,20,108
2010-08-01,Wholesale,Central,Tea,Darjeeling,49,414,9,109
2010-08-01,Wholesale,Central,Tea,Earl Grey,41,1046,16,91
2010-08-01,Wholesale,Central,Tea,Green Tea,68,587,53,155
2010-08-01,Wholesale,Central,Espresso,Caffe Mocha,100,598,105,245
2010-08-01,Wholesale,Central,Espresso,Decaf Espresso,52,662,30,131
2010-08-01,Wholesale,Central,Coffee,Decaf Irish Cream,132,994,144,323
2010-08-01,Wholesale,Central,Coffee,Amaretto,123,941,133,301
2010-08-01,Wholesale,Central,Coffee,Columbian,52,554,39,120
2010-08-01,Wholesale,Central,Herbal tea,Chamomile,123,941,132,301
2010-08-01,Wholesale,Central,Herbal tea,Lemon,52,554,39,120
2010-08-01,Wholesale,Central,Herbal tea,Mint,132,994,143,323
2010-08-01,Wholesale,Central,Tea,Darjeeling,100,598,105,245
2010-08-01,Wholesale,Central,Tea,Earl Grey,52,662,30,131
2010-08-01,Wholesale,Central,Espresso,Caffe Mocha,295,1714,262,687
2010-08-01,Wholesale,Central,Espresso,Decaf Espresso,266,1797,167,532
2010-08-01,Wholesale,Central,Coffee,Decaf Irish Cream,154,817,150,376
2010-08-01,Wholesale,Central,Coffee,Columbian,196,1167,163,467
2010-08-01,Retail,Central,Herbal tea,Chamomile,295,1714,262,687
2010-08-01,Retail,Central,Herbal tea,Lemon,154,817,151,376
2010-08-01,Retail,Central,Tea,Darjeeling,266,1797,167,532
2010-08-01,Retail,Central,Tea,Earl Grey,284,1809,207,632
2010-08-01,Retail,Central,Espresso,Caffe Mocha,23,806,18,58
2010-08-01,Retail,Central,Espresso,Decaf Espresso,0,516,31,43
2010-08-01,Retail,Central,Coffee,Columbian,41,1007,15,90
2010-08-01,Retail,Central,Coffee,Decaf Irish Cream,14,602,1,32
2010-08-01,Retail,Central,Coffee,Amaretto,25,851,19,63
2010-08-01,Retail,Central,Herbal tea,Chamomile,63,332,2,151
2010-08-01,Retail,Central,Herbal tea,Lemon,120,1439,-41,139
2010-08-01,Retail,Central,Tea,Darjeeling,45,253,19,105
2010-08-01,Retail,Central,Tea,Earl Grey,29,215,-9,65
2010-08-01,Retail,Central,Tea,Green Tea,38,248,1,86
2010-08-01,Retail,Central,Espresso,Caffe Mocha,34,890,29,83
2010-08-01,Retail,Central,Espresso,Decaf Espresso,32,841,28,80
2010-08-01,Retail,Central,Coffee,Columbian,72,606,27,160
2010-08-01,Retail,Central,Coffee,Decaf Irish Cream,50,1064,24,110
2010-08-01,Wholesale,Central,Herbal tea,Chamomile,16,484,9,41
2010-08-01,Wholesale,Central,Herbal tea,Lemon,22,865,16,55
2010-08-01,Wholesale,Central,Tea,Darjeeling,114,810,103,286
2010-08-01,Wholesale,Central,Tea,Earl Grey,116,678,103,277
2010-08-01,Wholesale,Central,Espresso,Caffe Mocha,145,1292,81,291
2010-08-01,Wholesale,Central,Espresso,Decaf Espresso,49,414,8,109
2010-08-01,Wholesale,Central,Coffee,Amaretto,46,415,19,108
2010-08-01,Wholesale,Central,Coffee,Columbian,34,428,19,85
2010-08-01,Wholesale,Central,Coffee,Decaf Irish Cream,37,513,-11,89
2010-08-01,Retail,Central,Herbal tea,Chamomile,47,366,41,126
2010-08-01,Retail,Central,Herbal tea,Lemon,63,864,63,154
2010-08-01,Retail,Central,Tea,Darjeeling,36,458,20,90
2010-08-01,Retail,Central,Tea,Earl Grey,44,617,-7,105
2010-08-01,Retail,Central,Espresso,Caffe Mocha,103,1073,70,226
2010-08-01,Retail,Central,Espresso,Decaf Espresso,30,581,18,69
2010-08-01,Retail,Central,Coffee,Amaretto,63,397,21,140
2010-08-01,Retail,Central,Coffee,Columbian,133,705,35,317
2010-08-01,Retail,Central,Coffee,Decaf Irish Cream,99,565,73,231
2010-08-01,Retail,East,Tea,Darjeeling,34,890,28,83
2010-08-01,Retail,East,Tea,Green Tea,19,811,12,47
2010-08-01,Retail,East,Herbal tea,Lemon,72,606,28,160
