order_date,market,region,product_category,product,estimated_cost,estimated_gross_profit,estimated_net_profit,estimated_sales,cost,inventory,gross_profit,net_profit,sales
2010-04-01,Wholesale,South,Espresso,Caffe Mocha,70,120,100,190,91,777,132,96,223
2010-04-01,Wholesale,South,Herbal tea,Chamomile,50,70,40,120,55,336,74,28,129
2010-04-01,Wholesale,South,Herbal tea,Lemon,40,60,30,100,43,363,64,27,107
2010-04-01,Wholesale,South,Coffee,Columbian,260,310,230,570,209,969,247,161,456
2010-04-01,Wholesale,South,Coffee,Decaf Irish Cream,90,130,100,220,78,593,100,63,178
2010-04-01,Retail,West,Espresso,Caffe Mocha,40,70,50,110,52,605,67,37,119
2010-04-01,Retail,West,Espresso,Decaf Espresso,40,70,50,110,47,821,68,43,115
2010-04-01,Retail,West,Espresso,Caffe Latte,40,60,40,100,45,777,67,43,112
2010-04-01,Retail,West,Coffee,Amaretto,90,110,70,200,76,965,91,47,167
2010-04-01,Retail,West,Coffee,Columbian,60,80,50,140,51,311,68,25,119
2010-04-01,Retail,West,Coffee,Decaf Irish Cream,100,120,70,220,80,494,98,34,178
2010-04-01,Retail,West,Herbal tea,Chamomile,40,60,30,100,49,241,72,34,121
2010-04-01,Retail,West,Herbal tea,Lemon,40,70,40,110,50,372,75,28,125
2010-04-01,Retail,West,Herbal tea,Mint,70,40,0,110,93,840,40,-11,133
2010-04-01,Retail,West,Tea,Darjeeling,20,50,10,70,44,261,63,-6,107
2010-04-01,Retail,West,Tea,Earl Grey,20,30,10,50,37,195,51,11,88
2010-04-01,Retail,West,Tea,Green Tea,10,30,10,40,29,169,36,-8,65
2010-04-01,Wholesale,West,Espresso,Caffe Latte,220,230,150,450,239,1464,239,148,478
2010-04-01,Wholesale,West,Espresso,Caffe Mocha,120,160,30,280,125,729,173,26,298
2010-04-01,Wholesale,West,Espresso,Decaf Espresso,240,320,220,560,252,1316,335,220,587
2010-04-01,Wholesale,West,Coffee,Amaretto,150,-20,-70,130,123,964,-13,-76,110
2010-04-01,Wholesale,West,Coffee,Columbian,350,540,400,890,284,2108,428,276,712
2010-04-01,Wholesale,West,Coffee,Decaf Irish Cream,240,-50,-150,190,191,1564,-32,-141,159
2010-04-01,Wholesale,West,Herbal tea,Chamomile,80,130,110,210,100,822,145,106,245
2010-04-01,Wholesale,West,Herbal tea,Lemon,170,230,170,400,209,969,247,162,456
2010-04-01,Wholesale,West,Herbal tea,Mint,60,90,60,150,78,593,100,62,178
2010-04-01,Wholesale,West,Tea,Darjeeling,60,90,80,150,91,777,132,96,223
2010-04-01,Wholesale,West,Tea,Earl Grey,50,80,70,130,81,460,117,83,198
2010-04-01,Wholesale,West,Tea,Green Tea,40,70,40,110,68,559,102,48,170
2010-04-01,Retail,West,Espresso,Caffe Latte,0,40,30,40,0,688,43,32,43
2010-04-01,Retail,West,Espresso,Caffe Mocha,10,30,20,40,19,820,28,11,47
2010-04-01,Retail,West,Espresso,Decaf Espresso,10,30,20,40,17,776,26,10,43
2010-04-01,Retail,West,Coffee,Columbian,40,50,10,90,35,197,44,-2,79
2010-04-01,Retail,West,Coffee,Decaf Irish Cream,30,40,20,70,28,964,33,4,61
2010-04-01,Retail,West,Herbal tea,Chamomile,100,160,50,260,125,729,173,27,298
2010-04-01,Retail,West,Herbal tea,Lemon,160,240,160,400,191,865,265,156,456
2010-04-01,Retail,West,Herbal tea,Mint,100,160,110,260,123,611,178,115,301
2010-04-01,Retail,West,Tea,Darjeeling,160,230,160,390,252,1316,335,219,587
2010-04-01,Retail,West,Tea,Earl Grey,150,170,110,320,239,1464,239,149,478
2010-04-01,Retail,West,Tea,Green Tea,170,-170,-250,0,260,3049,-260,-365,26
2010-04-01,Retail,West,Espresso,Caffe Latte,50,60,20,110,54,337,67,13,121
2010-04-01,Retail,West,Espresso,Caffe Mocha,50,70,40,120,55,336,74,28,129
2010-04-01,Retail,West,Espresso,Decaf Espresso,150,160,100,310,162,1091,163,93,325
2010-04-01,Retail,West,Coffee,Amaretto,60,90,30,150,52,433,73,-3,125
2010-04-01,Retail,West,Coffee,Columbian,60,80,30,140,49,399,70,8,119
2010-04-01,Retail,West,Herbal tea,Chamomile,30,40,40,70,35,777,52,31,87
2010-04-01,Retail,West,Herbal tea,Lemon,30,60,40,90,46,608,60,32,106
2010-04-01,Retail,West,Tea,Darjeeling,10,20,20,30,21,454,32,15,53
2010-04-01,Retail,West,Tea,Earl Grey,50,100,70,150,88,653,134,73,222
2010-04-01,Retail,West,Tea,Green Tea,70,110,70,180,112,502,155,98,267
2010-04-01,Retail,West,Coffee,Decaf Irish Cream,50,80,50,130,43,363,64,28,107
2010-04-01,Retail,West,Espresso,Caffe Latte,40,50,30,90,45,605,58,32,103
2010-04-01,Retail,West,Espresso,Caffe Mocha,50,70,30,120,57,313,70,15,127
2010-04-01,Retail,West,Espresso,Decaf Espresso,60,80,60,140,69,965,82,39,151
2010-04-01,Retail,West,Coffee,Columbian,80,130,90,210,69,340,100,54,169
2010-04-01,Retail,West,Herbal tea,Chamomile,90,160,110,250,116,962,176,106,292
2010-04-01,Retail,West,Herbal tea,Lemon,30,40,40,70,35,776,51,30,86
2010-04-01,Retail,West,Tea,Darjeeling,30,60,40,90,49,342,84,45,133
2010-04-01,Retail,West,Tea,Earl Grey,30,40,20,70,46,388,68,30,114
2010-04-01,Retail,West,Tea,Green Tea,40,60,10,100,63,521,87,0,150
2010-04-01,Retail,West,Coffee,Decaf Irish Cream,110,170,70,280,95,554,132,17,227
2010-05-01,Wholesale,Central,Coffee,Amaretto,110,150,120,260,104,821,152,111,256
2010-05-01,Wholesale,Central,Coffee,Columbian,80,110,80,190,83,584,107,68,190
2010-05-01,Wholesale,Central,Tea,Darjeeling,40,60,20,100,53,361,65,12,118
2010-05-01,Wholesale,Central,Tea,Earl Grey,40,60,30,100,56,992,66,27,122
2010-05-01,Wholesale,Central,Tea,Green Tea,30,50,30,80,43,602,56,30,99
2010-05-01,Wholesale,Central,Espresso,Caffe Mocha,90,150,120,240,86,499,124,88,210
2010-05-01,Wholesale,Central,Espresso,Decaf Espresso,70,110,60,180,64,593,96,44,160
2010-05-01,Wholesale,Central,Coffee,Decaf Irish Cream,110,150,120,260,104,871,152,112,256
2010-05-01,Wholesale,Central,Herbal tea,Chamomile,120,140,90,260,149,1156,149,83,298
2010-05-01,Wholesale,Central,Herbal tea,Lemon,40,70,10,110,53,458,75,-3,128
2010-05-01,Wholesale,Central,Herbal tea,Mint,40,60,30,100,52,361,71,26,123
2010-05-01,Wholesale,Central,Coffee,Columbian,200,280,180,480,195,956,270,161,465
2010-05-01,Wholesale,Central,Tea,Darjeeling,70,110,80,180,86,499,124,88,210
2010-05-01,Wholesale,Central,Tea,Earl Grey,50,90,50,140,64,593,96,44,160
2010-05-01,Wholesale,Central,Espresso,Caffe Mocha,300,420,300,720,263,1433,349,230,612
2010-05-01,Wholesale,Central,Espresso,Decaf Espresso,300,310,210,610,260,1559,261,165,521
2010-05-01,Wholesale,Central,Coffee,Decaf Irish Cream,130,190,140,320,127,671,185,122,312
2010-05-01,Wholesale,Central,Herbal tea,Chamomile,80,140,120,220,104,821,152,112,256
2010-05-01,Wholesale,Central,Herbal tea,Lemon,70,90,60,160,83,584,107,68,190
2010-05-01,Wholesale,Central,Herbal tea,Mint,80,140,120,220,104,871,152,112,256
2010-05-01,Retail,Central,Coffee,Amaretto,20,30,20,50,20,829,29,12,49
2010-05-01,Retail,Central,Tea,Darjeeling,220,230,150,450,260,1559,261,165,521
2010-05-01,Retail,Central,Tea,Earl Grey,220,290,170,510,265,1538,324,190,589
2010-05-01,Retail,Central,Espresso,Caffe Mocha,20,30,20,50,20,784,29,12,49
2010-05-01,Retail,Central,Espresso,Decaf Espresso,0,50,40,50,0,645,43,31,43
2010-05-01,Retail,Central,Coffee,Columbian,30,40,20,70,31,976,37,7,68
2010-05-01,Retail,Central,Coffee,Decaf Irish Cream,20,30,20,50,22,611,30,11,52
2010-05-01,Retail,Central,Herbal tea,Chamomile,220,310,220,530,263,1433,349,231,612
2010-05-01,Retail,Central,Herbal tea,Lemon,100,170,130,270,127,671,185,122,312
2010-05-01,Retail,Central,Tea,Darjeeling,30,50,20,80,39,212,53,14,92
2010-05-01,Retail,Central,Tea,Earl Grey,20,40,0,60,34,182,42,-4,76
2010-05-01,Retail,Central,Tea,Green Tea,30,40,0,70,36,212,45,-2,81
2010-05-01,Retail,Central,Espresso,Caffe Mocha,50,70,50,120,44,844,65,41,109
2010-05-01,Retail,Central,Espresso,Decaf Espresso,40,70,50,110,39,799,58,36,97
2010-05-01,Retail,Central,Coffee,Columbian,80,100,50,180,77,529,96,33,173
2010-05-01,Retail,Central,Coffee,Decaf Irish Cream,70,80,40,150,68,998,80,38,148
2010-05-01,Retail,Central,Herbal tea,Chamomile,30,60,10,90,43,282,61,-8,104
2010-05-01,Retail,Central,Herbal tea,Lemon,80,30,0,110,98,973,38,-15,136
2010-05-01,Wholesale,Central,Tea,Darjeeling,80,120,70,200,94,697,141,79,235
2010-05-01,Wholesale,Central,Tea,Earl Grey,90,150,100,240,114,555,159,101,273
2010-05-01,Wholesale,Central,Espresso,Caffe Mocha,170,180,120,350,149,1156,149,84,298
2010-05-01,Wholesale,Central,Espresso,Decaf Espresso,60,70,20,130,53,361,65,11,118
2010-05-01,Wholesale,Central,Coffee,Amaretto,50,70,40,120,52,361,71,27,123
2010-05-01,Wholesale,Central,Coffee,Columbian,40,60,30,100,42,384,61,24,103
2010-05-01,Wholesale,Central,Coffee,Decaf Irish Cream,50,80,20,130,53,458,75,-2,128
2010-05-01,Wholesale,Central,Herbal tea,Chamomile,10,30,30,40,20,464,29,12,49
2010-05-01,Wholesale,Central,Herbal tea,Lemon,20,40,40,60,29,835,42,23,71
2010-05-01,Retail,Central,Tea,Darjeeling,30,60,30,90,45,410,65,27,110
2010-05-01,Retail,Central,Tea,Earl Grey,50,80,10,130,64,551,90,2,154
2010-05-01,Retail,Central,Espresso,Caffe Mocha,90,110,70,200,78,995,92,47,170
2010-05-01,Retail,Central,Espresso,Decaf Espresso,50,70,50,120,48,599,62,35,110
2010-05-01,Retail,Central,Coffee,Amaretto,60,70,20,130,58,338,72,17,130
2010-05-01,Retail,Central,Coffee,Columbian,90,140,40,230,92,599,129,17,221
2010-05-01,Retail,Central,Coffee,Decaf Irish Cream,90,120,80,210,87,472,117,62,204
2010-05-01,Retail,Central,Herbal tea,Chamomile,40,70,50,110,48,351,82,45,130
2010-05-01,Retail,Central,Herbal tea,Lemon,40,70,60,110,53,803,77,51,130
2010-05-01,Retail,East,Tea,Darjeeling,40,70,50,110,44,844,65,42,109
2010-05-01,Retail,East,Tea,Green Tea,20,40,30,60,23,787,34,17,57
2010-05-01,Retail,East,Espresso,Caffe Mocha,60,90,20,150,64,551,90,3,154
2010-05-01,Retail,East,Espresso,Decaf Espresso,40,70,40,110,48,334,65,22,113
2010-05-01,Retail,East,Coffee,Columbian,100,160,110,260,110,1020,165,98,275
2010-05-01,Retail,East,Herbal tea,Lemon,50,80,40,130,77,529,96,33,173
2010-05-01,Retail,East,Herbal tea,Mint,50,60,40,110,68,998,80,38,148
2010-05-01,Wholesale,East,Tea,Darjeeling,30,60,40,90,36,838,53,32,89
2010-05-01,Wholesale,East,Tea,Green Tea,50,90,70,140,53,803,77,52,130
2010-05-01,Wholesale,East,Espresso,Caffe Mocha,80,130,40,210,92,599,129,17,221
2010-05-01,Wholesale,East,Espresso,Decaf Espresso,80,110,70,190,87,472,117,62,204
2010-05-01,Wholesale,East,Coffee,Columbian,90,130,90,220,94,697,141,78,235
2010-05-01,Wholesale,East,Coffee,Decaf Irish Cream,100,150,100,250,114,555,159,100,273
2010-05-01,Wholesale,East,Herbal tea,Chamomile,30,50,30,80,48,599,62,35,110
2010-05-01,Wholesale,East,Herbal tea,Lemon,40,60,30,100,58,338,72,17,130
2010-05-01,Wholesale,East,Herbal tea,Mint,50,80,50,130,78,995,92,47,170
2010-05-01,Wholesale,East,Tea,Darjeeling,30,40,30,70,29,835,42,22,71
2010-05-01,Wholesale,East,Tea,Green Tea,20,30,20,50,20,464,29,12,49
2010-05-01,Wholesale,East,Espresso,Caffe Mocha,50,60,0,110,53,491,61,-16,114
2010-05-01,Wholesale,East,Espresso,Regular Espresso,140,150,100,290,149,1156,149,84,298
2010-05-01,Wholesale,East,Coffee,Columbian,60,460,430,520,64,-663,487,434,551
2010-05-01,Wholesale,East,Herbal tea,Lemon,40,50,20,90,53,361,65,12,118
2010-05-01,Retail,East,Tea,Darjeeling,20,30,20,50,20,829,29,12,49
2010-05-01,Retail,East,Tea,Green Tea,0,40,30,40,0,645,43,32,43
2010-05-01,Retail,East,Espresso,Caffe Mocha,40,60,10,100,43,282,61,-7,104
2010-05-01,Retail,East,Espresso,Regular Espresso,30,40,0,70,34,182,42,-3,76
2010-05-01,Retail,East,Coffee,Amaretto,40,70,40,110,51,265,74,35,125
2010-05-01,Retail,East,Coffee,Columbian,40,80,50,120,52,397,80,31,132
2010-05-01,Retail,East,Herbal tea,Lemon,20,40,10,60,36,212,45,-1,81
2010-05-01,Wholesale,East,Tea,Darjeeling,110,160,120,270,104,871,152,112,256
2010-05-01,Wholesale,East,Tea,Earl Grey,110,160,120,270,104,821,152,111,256
2010-05-01,Wholesale,East,Tea,Green Tea,90,130,100,220,86,499,124,89,210
2010-05-01,Wholesale,East,Espresso,Caffe Mocha,110,-50,-180,60,121,1673,-52,-195,69
2010-05-01,Wholesale,East,Espresso,Regular Espresso,240,290,210,530,260,1271,283,187,543
2010-05-01,Wholesale,East,Coffee,Columbian,280,430,300,710,302,2250,454,295,756
2010-05-01,Wholesale,East,Herbal tea,Lemon,200,300,200,500,265,1613,386,252,651
2010-05-01,Wholesale,East,Herbal tea,Mint,170,-20,-90,150,235,2169,-37,-131,198
2010-05-01,Retail,South,Espresso,Decaf Espresso,30,60,40,90,45,410,65,28,110
2010-05-01,Retail,South,Espresso,Caffe Latte,50,80,10,130,64,-113,90,3,154
2010-05-01,Retail,South,Espresso,Caffe Mocha,40,70,50,110,48,351,82,44,130
2010-05-01,Retail,South,Herbal tea,Chamomile,40,60,40,100,48,599,63,35,111
2010-05-01,Retail,South,Herbal tea,Lemon,70,90,40,160,77,529,96,33,173
2010-05-01,Retail,South,Coffee,Columbian,50,70,50,120,40,793,59,36,99
2010-05-01,Retail,South,Coffee,Decaf Irish Cream,60,100,80,160,53,803,77,52,130
2010-05-01,Retail,South,Espresso,Decaf Espresso,30,40,10,70,39,212,53,14,92
2010-05-01,Retail,South,Espresso,Caffe Latte,20,40,10,60,34,-104,42,-4,76
2010-05-01,Retail,South,Espresso,Caffe Mocha,30,50,0,80,43,282,61,-7,104
2010-05-01,Retail,South,Herbal tea,Chamomile,10,30,20,40,20,829,29,12,49
2010-05-01,Retail,South,Herbal tea,Lemon,20,40,20,60,31,976,37,7,68
2010-05-01,Retail,South,Coffee,Columbian,60,100,60,160,52,397,80,31,132
2010-05-01,Retail,South,Coffee,Decaf Irish Cream,120,50,10,170,98,973,38,-15,136
2010-05-01,Retail,South,Espresso,Decaf Espresso,80,120,80,200,94,697,141,79,235
2010-05-01,Retail,South,Espresso,Caffe Latte,90,140,100,230,114,-387,159,101,273
2010-05-01,Retail,South,Espresso,Caffe Mocha,10,30,30,40,20,464,29,13,49
2010-05-01,Retail,South,Herbal tea,Chamomile,50,70,20,120,58,338,72,17,130
2010-05-01,Retail,South,Herbal tea,Lemon,80,130,40,210,92,599,129,17,221
2010-05-01,Retail,South,Coffee,Columbian,50,70,50,120,43,602,56,30,99
2010-05-01,Retail,South,Coffee,Decaf Irish Cream,30,50,40,80,29,835,42,22,71
2010-05-01,Wholesale,South,Espresso,Decaf Espresso,70,110,90,180,86,499,124,88,210
2010-05-01,Wholesale,South,Espresso,Caffe Latte,50,80,50,130,64,-161,96,44,160
2010-05-01,Wholesale,South,Espresso,Caffe Mocha,80,140,120,220,104,821,152,112,256
2010-05-01,Wholesale,South,Herbal tea,Chamomile,40,80,50,120,52,361,71,27,123
2010-05-01,Wholesale,South,Herbal tea,Lemon,40,60,30,100,42,384,61,25,103
2010-05-01,Wholesale,South,Coffee,Columbian,290,350,270,640,235,1060,277,183,512
2010-05-01,Wholesale,South,Coffee,Decaf Irish Cream,100,130,100,230,83,584,107,68,190
2010-05-01,Retail,West,Espresso,Caffe Latte,30,60,50,90,39,799,58,36,97
2010-05-01,Retail,West,Espresso,Caffe Mocha,40,60,40,100,48,599,63,36,111
2010-05-01,Retail,West,Espresso,Decaf Espresso,40,60,40,100,44,844,65,42,109
2010-05-01,Retail,West,Coffee,Amaretto,80,100,60,180,68,998,80,38,148
2010-05-01,Retail,West,Coffee,Columbian,60,80,50,140,48,334,65,22,113
2010-05-01,Retail,West,Coffee,Decaf Irish Cream,90,120,70,210,77,529,96,34,173
2010-05-01,Retail,West,Herbal tea,Chamomile,40,70,40,110,51,265,74,34,125
2010-05-01,Retail,West,Herbal tea,Lemon,40,70,40,110,52,397,80,32,132
2010-05-01,Retail,West,Herbal tea,Mint,80,30,-10,110,98,973,38,-15,136
2010-05-01,Retail,West,Tea,Darjeeling,20,50,10,70,43,282,61,-8,104
2010-05-01,Retail,West,Tea,Earl Grey,20,40,20,60,39,212,53,14,92
2010-05-01,Retail,West,Tea,Green Tea,20,30,10,50,34,182,42,-3,76
2010-05-01,Wholesale,West,Espresso,Caffe Latte,240,260,180,500,260,1559,261,165,521
2010-05-01,Wholesale,West,Espresso,Caffe Mocha,110,160,30,270,121,788,168,25,289
2010-05-01,Wholesale,West,Espresso,Decaf Espresso,250,330,220,580,263,1433,349,230,612
2010-05-01,Wholesale,West,Coffee,Amaretto,160,-30,-80,130,127,1215,-21,-84,106
2010-05-01,Wholesale,West,Coffee,Columbian,380,560,410,940,302,2250,454,295,756
2010-05-01,Wholesale,West,Coffee,Decaf Irish Cream,240,-40,-140,200,195,1952,-32,-142,163
2010-05-01,Wholesale,West,Herbal tea,Chamomile,80,140,120,220,104,871,152,111,256
2010-05-01,Wholesale,West,Herbal tea,Lemon,200,250,180,450,235,1060,277,183,512
2010-05-01,Wholesale,West,Herbal tea,Mint,70,90,60,160,83,584,107,67,190
2010-05-01,Wholesale,West,Tea,Darjeeling,60,110,100,170,104,821,152,111,256
2010-05-01,Wholesale,West,Tea,Earl Grey,50,90,80,140,86,499,124,89,210
2010-05-01,Wholesale,West,Tea,Green Tea,40,60,30,100,64,593,96,43,160
2010-05-01,Retail,West,Espresso,Caffe Latte,0,40,30,40,0,645,43,31,43
2010-05-01,Retail,West,Espresso,Caffe Mocha,10,30,20,40,20,829,29,13,49
2010-05-01,Retail,West,Espresso,Decaf Espresso,10,30,20,40,20,784,29,13,49
2010-05-01,Retail,West,Coffee,Columbian,40,60,20,100,36,212,45,-1,81
2010-05-01,Retail,West,Herbal tea,Chamomile,100,150,40,250,121,788,168,25,289
2010-05-01,Retail,West,Herbal tea,Lemon,160,240,160,400,195,956,270,160,465
2010-05-01,Retail,West,Herbal tea,Mint,100,170,120,270,127,671,185,121,312
2010-05-01,Retail,West,Tea,Darjeeling,170,240,170,410,263,1433,349,231,612
2010-05-01,Retail,West,Tea,Earl Grey,170,180,120,350,260,1559,261,164,521
2010-05-01,Retail,West,Tea,Green Tea,170,-170,-250,0,265,3742,-265,-380,18
2010-05-01,Retail,West,Coffee,Decaf Irish Cream,30,50,30,80,31,976,37,6,68
2010-05-01,Retail,West,Espresso,Caffe Latte,50,60,20,110,53,361,65,11,118
2010-05-01,Retail,West,Espresso,Caffe Mocha,40,70,40,110,52,361,71,27,123
2010-05-01,Retail,West,Espresso,Decaf Espresso,140,140,90,280,149,1156,149,83,298
2010-05-01,Retail,West,Coffee,Amaretto,60,100,40,160,53,458,75,-2,128
2010-05-01,Retail,West,Coffee,Columbian,60,80,30,140,48,422,68,8,116
2010-05-01,Retail,West,Herbal tea,Chamomile,20,40,40,60,30,794,45,26,75
2010-05-01,Retail,West,Herbal tea,Lemon,30,50,30,80,43,602,56,30,99
2010-05-01,Retail,West,Tea,Darjeeling,10,20,20,30,20,464,29,12,49
2010-05-01,Retail,West,Tea,Earl Grey,60,90,50,150,94,697,141,79,235
2010-05-01,Retail,West,Tea,Green Tea,70,110,70,180,114,555,159,101,273
2010-05-01,Retail,West,Coffee,Decaf Irish Cream,50,70,40,120,42,384,61,25,103
2010-05-01,Retail,West,Espresso,Caffe Latte,40,60,40,100,48,599,62,34,110
2010-05-01,Retail,West,Espresso,Caffe Mocha,50,70,20,120,58,338,72,16,130
2010-05-01,Retail,West,Espresso,Decaf Espresso,70,90,60,160,78,995,92,47,170
2010-05-01,Retail,West,Coffee,Columbian,80,130,90,210,71,373,104,58,175
2010-05-01,Retail,West,Herbal tea,Chamomile,90,150,100,240,110,1020,165,98,275
2010-05-01,Retail,West,Herbal tea,Lemon,30,50,50,80,40,793,59,36,99
2010-05-01,Retail,West,Tea,Darjeeling,30,50,30,80,48,351,82,44,130
2010-05-01,Retail,West,Tea,Earl Grey,20,50,30,70,45,410,65,27,110
2010-05-01,Retail,West,Tea,Green Tea,40,60,10,100,64,551,90,2,154
2010-05-01,Retail,West,Coffee,Decaf Irish Cream,110,160,60,270,92,599,129,16,221
2010-06-01,Wholesale,Central,Tea,Darjeeling,40,60,20,100,51,396,64,11,115
2010-06-01,Wholesale,Central,Tea,Earl Grey,40,60,30,100,53,1028,64,27,117
2010-06-01,Wholesale,Central,Tea,Green Tea,30,50,30,80,43,597,56,29,99
2010-06-01,Wholesale,Central,Espresso,Caffe Mocha,100,170,140,270,94,562,136,99,230
2010-06-01,Wholesale,Central,Espresso,Decaf Espresso,60,90,50,150,54,641,81,33,135
2010-06-01,Wholesale,Central,Coffee,Amaretto,110,170,130,280,113,897,163,121,276
2010-06-01,Wholesale,Central,Coffee,Columbian,80,110,80,190,83,574,107,68,190
2010-06-01,Wholesale,Central,Coffee,Decaf Irish Cream,130,180,140,310,123,947,178,132,301
2010-06-01,Wholesale,Central,Herbal tea,Chamomile,120,140,90,260,149,1245,149,83,298
2010-06-01,Wholesale,Central,Herbal tea,Lemon,30,60,10,90,44,496,63,-7,107
2010-06-01,Wholesale,Central,Herbal tea,Mint,40,60,30,100,50,397,68,24,118
2010-06-01,Wholesale,Central,Tea,Darjeeling,80,120,90,200,94,562,136,99,230
2010-06-01,Wholesale,Central,Tea,Earl Grey,40,70,30,110,54,641,81,33,135
2010-06-01,Wholesale,Central,Espresso,Caffe Mocha,310,430,300,740,272,1616,362,241,634
2010-06-01,Wholesale,Central,Espresso,Decaf Espresso,300,310,210,610,260,1715,261,164,521
2010-06-01,Wholesale,Central,Coffee,Columbian,210,290,190,500,200,1095,278,167,478
2010-06-01,Wholesale,Central,Coffee,Decaf Irish Cream,140,220,160,360,141,764,204,135,345
2010-06-01,Wholesale,Central,Herbal tea,Chamomile,90,150,130,240,113,897,163,121,276
2010-06-01,Wholesale,Central,Herbal tea,Lemon,70,90,60,160,83,574,107,67,190
2010-06-01,Wholesale,Central,Herbal tea,Mint,100,160,140,260,123,947,178,133,301
2010-06-01,Retail,Central,Tea,Darjeeling,220,230,150,450,260,1715,261,164,521
2010-06-01,Retail,Central,Tea,Earl Grey,230,300,180,530,271,1714,332,197,603
2010-06-01,Retail,Central,Espresso,Caffe Mocha,20,40,30,60,21,798,32,15,53
2010-06-01,Retail,Central,Espresso,Decaf Espresso,0,50,40,50,0,602,43,31,43
2010-06-01,Retail,Central,Coffee,Amaretto,20,40,30,60,23,843,35,18,58
2010-06-01,Retail,Central,Coffee,Columbian,30,40,20,70,32,996,38,8,70
2010-06-01,Retail,Central,Coffee,Decaf Irish Cream,20,30,20,50,22,608,30,11,52
2010-06-01,Retail,Central,Herbal tea,Chamomile,230,320,230,550,272,1616,362,241,634
2010-06-01,Retail,Central,Herbal tea,Lemon,120,180,140,300,141,764,204,136,345
2010-06-01,Retail,Central,Tea,Darjeeling,30,50,20,80,41,239,55,14,96
2010-06-01,Retail,Central,Tea,Earl Grey,30,30,-10,60,35,204,43,-3,78
2010-06-01,Retail,Central,Tea,Green Tea,30,40,0,70,36,236,46,0,82
2010-06-01,Retail,Central,Espresso,Caffe Mocha,40,60,40,100,37,876,55,33,92
2010-06-01,Retail,Central,Espresso,Decaf Espresso,40,60,40,100,36,828,53,31,89
2010-06-01,Retail,Central,Coffee,Columbian,80,90,40,170,76,580,93,31,169
2010-06-01,Retail,Central,Coffee,Decaf Irish Cream,60,80,50,140,65,1042,77,35,142
2010-06-01,Retail,Central,Herbal tea,Chamomile,40,70,20,110,52,313,73,-4,125
2010-06-01,Retail,Central,Herbal tea,Lemon,90,30,0,120,116,1142,25,-33,141
2010-06-01,Wholesale,Central,Tea,Darjeeling,90,150,90,240,111,767,167,99,278
2010-06-01,Wholesale,Central,Tea,Earl Grey,100,140,90,240,118,636,164,105,282
2010-06-01,Wholesale,Central,Espresso,Caffe Mocha,170,180,120,350,149,1245,149,83,298
2010-06-01,Wholesale,Central,Espresso,Decaf Espresso,50,80,30,130,51,396,64,12,115
2010-06-01,Wholesale,Central,Coffee,Amaretto,50,70,40,120,50,397,68,24,118
2010-06-01,Wholesale,Central,Coffee,Columbian,40,50,20,90,38,414,55,19,93
2010-06-01,Wholesale,Central,Coffee,Decaf Irish Cream,40,70,20,110,44,496,63,-6,107
2010-06-01,Wholesale,Central,Herbal tea,Chamomile,10,20,20,30,18,478,26,9,44
2010-06-01,Wholesale,Central,Herbal tea,Lemon,20,30,30,50,24,856,36,18,60
2010-06-01,Retail,Central,Tea,Darjeeling,30,50,20,80,40,443,59,24,99
2010-06-01,Retail,Central,Tea,Earl Grey,40,70,10,110,53,597,75,-2,128
2010-06-01,Retail,Central,Espresso,Caffe Mocha,90,110,70,200,81,1046,96,50,177
2010-06-01,Retail,Central,Espresso,Decaf Espresso,50,70,50,120,48,593,62,34,110
2010-06-01,Retail,Central,Coffee,Amaretto,60,70,20,130,59,377,74,19,133
2010-06-01,Retail,Central,Coffee,Columbian,110,160,50,270,110,665,154,24,264
2010-06-01,Retail,Central,Coffee,Decaf Irish Cream,90,130,90,220,91,533,121,63,212
2010-06-01,Retail,Central,Herbal tea,Chamomile,40,70,50,110,47,371,78,40,125
2010-06-01,Retail,Central,Herbal tea,Lemon,50,70,60,120,59,842,85,58,144
2010-06-01,Retail,East,Tea,Darjeeling,30,60,40,90,37,876,55,33,92
2010-06-01,Retail,East,Tea,Green Tea,20,30,20,50,20,804,31,15,51
2010-06-01,Retail,East,Espresso,Caffe Mocha,50,70,10,120,53,597,75,-2,128
2010-06-01,Retail,East,Espresso,Decaf Espresso,40,60,30,100,46,367,62,19,108
2010-06-01,Retail,East,Coffee,Columbian,80,140,100,220,92,1102,140,79,232
2010-06-01,Retail,East,Herbal tea,Lemon,50,80,40,130,76,580,93,32,169
2010-06-01,Retail,East,Herbal tea,Mint,40,70,50,110,65,1042,77,36,142
2010-06-01,Wholesale,East,Tea,Darjeeling,40,70,50,110,43,864,62,38,105
2010-06-01,Wholesale,East,Tea,Green Tea,60,90,70,150,59,842,85,58,144
2010-06-01,Wholesale,East,Espresso,Caffe Mocha,100,150,40,250,110,665,154,25,264
2010-06-01,Wholesale,East,Espresso,Decaf Espresso,80,120,80,200,91,533,121,63,212
2010-06-01,Wholesale,East,Coffee,Columbian,100,160,110,260,111,767,167,99,278
2010-06-01,Wholesale,East,Coffee,Decaf Irish Cream,110,150,100,260,118,636,164,105,282
2010-06-01,Wholesale,East,Herbal tea,Chamomile,30,50,30,80,48,593,62,35,110
2010-06-01,Wholesale,East,Herbal tea,Lemon,40,60,30,100,59,377,74,19,133
2010-06-01,Wholesale,East,Herbal tea,Mint,60,70,40,130,81,1046,96,49,177
